,Unnamed: 0,Unnamed: 0.1,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
42,42,42,976138562423832577,2018-03-20,22:19:03,@actorkaruna இவிங்காத்தஅசிங்கமான புண்டஅநாகரிகமான புண்டஅசால்டான புண்டஅமர்களமான புண்டஆளமான புண்டஅதுல கைய விட்ட நோண்டநீ இன்னுமா இருக்க முண்டபொத்திட்டு பட்றா ஏன் புண்டஏ டன்டனக்கா உனக்கு டனக்கு நக்கா😂😂@VijayFanBelgium @Iamjack_son @Official_AAD @AT_Offl @kettavan_Memes,Sri Lanka Standard Time,0,883594272234065920,Aamaiwood,0,0,,,None,"actorkaruna,VijayFanBelgium,Iamjack_son,Official_AAD,AT_Offl,kettavan_Memes",https://twitter.com/Aamaiwood/status/976138562423832577,அசிங்கமான
43,43,43,976093720146825216,2018-03-20,19:20:52,இந்த மாதிரி ஒரு அசிங்கமான விஷயத்தை நீங்க பாத்துருக்கவே மாட்டிங்க !! காதல் செய்பவர்கள் கண்டிப்பாக பார்க்கவும் .  http://ift.tt/2FZLqSM ,Sri Lanka Standard Time,0,909658578113282048,cinetwitz,0,0,,,None,,https://twitter.com/cinetwitz/status/976093720146825216,அசிங்கமான
44,44,44,976080004684554240,2018-03-20,18:26:22,@Udhaystalin @Z37Ri6GyNWcbbzM என்ன ஒரு அழகான பெயர்!!!என்ன ஒரு அசிங்கமான மனது????,Sri Lanka Standard Time,0,2607712585,KULTALAIMANODMK,2,0,,,None,"Z37Ri6GyNWcbbzM,Udhaystalin",https://twitter.com/KULTALAIMANODMK/status/976080004684554240,அசிங்கமான
45,45,45,975968023239647232,2018-03-20,11:01:24,"@Ilayabharathii @writter_vambu @murugesh9598 @Suraen6 இல்லை! நான் நாக்ரீகம் என்றது, அவர் சொன்ன “அசிங்கமான வார்த்தைக்காக!”. விவாதத்தின் போது, என்னைத் (தனிநபரைத்) திட்டுவது, அநாகரீகமன்றி வேறென்ன?",Sri Lanka Standard Time,0,2825769894,vizhiyappan,3,1,,,None,"Suraen6,murugesh9598,writter_vambu,Ilayabharathii",https://twitter.com/vizhiyappan/status/975968023239647232,அசிங்கமான
46,46,46,975670794918481920,2018-03-19,15:20:19,"@mkstalin @Udhaystalin @Anbil_Mahesh காலம் மாறிட்டே வருது சார் , இந்த மாதிரி 80's இருக்குற அரசியல் technique இப்போ  பண்ணா இருக்குற கொஞ்ச நஞ்ச mojarity யம் இழைபிர்கள் - அசிங்கமான பேச்சு  ஒரு கட்டத்தில் எங்களுக்கு  அனுப்பாதபதை உண்டு பண்ணும் - Not good @skpkaruna @JAnbazhagan",Sri Lanka Standard Time,38,113661843,Be_in_Now,7,26,,,None,"mkstalin,Udhaystalin,Anbil_Mahesh,skpkaruna,JAnbazhagan",https://twitter.com/Be_in_Now/status/975670794918481920,அசிங்கமான
47,47,47,975585328605130752,2018-03-19,09:40:42,போராளிக‌ள் கவனத்திற்கு பிரிவினை பேசாதிங்க அசிங்கமான வழக்கம் நம் கலாச்சாரத்திற்கு தீங்கு விளைவிக்கும்  https://fb.me/5mNt6nASc ,Sri Lanka Standard Time,0,359750381,vivek199326,0,0,,,None,,https://twitter.com/vivek199326/status/975585328605130752,அசிங்கமான
48,48,48,975514699046555648,2018-03-19,05:00:03,"அசிங்கமான மருக்களை ஒரே வாரத்தில் உதிரச் செய்யும் பூண்டு வைத்தியம் பற்றி தெரியுமா..?வீடியோக்களை Whatsapp, Email...  https://fb.me/HJZy0pSO ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/975514699046555648,அசிங்கமான
49,49,49,975499623233146880,2018-03-19,04:00:08,"கை, கால், முழங்கையில் இருக்கும் அசிங்கமான கருமையைப் போக்கும் இயற்கை வழிகள்..!வீடியோக்களை Whatsapp, Email இல்...  https://fb.me/7lyTypMZo ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/975499623233146880,அசிங்கமான
50,50,50,975409007643914241,2018-03-18,22:00:04,"அக்குளில் உள்ள அசிங்கமான கருமையை வீட்டில் உள்ள பொருட்களை வைத்து நீக்குவது எப்படி..?வீடியோக்களை Whatsapp, Email...  https://fb.me/9GUEdJYqU ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/975409007643914241,அசிங்கமான
51,51,51,975401789401870337,2018-03-18,21:31:23,அதே யயூட்யூப்ல திருமாவளவன் அசிங்கமான கேவலமான பெண்களை பச்சையா திட்ற பேச்சும் இருக்குமே?அதயும் போடுங்களேன் பாக்கலாம்😂இந்த பேச்சால அவர் தேர்தல்ல நிக்க தகுதி இழந்துட்டாறா?😂  https://twitter.com/Cross_Question/status/975397694087708672 …,Sri Lanka Standard Time,0,1576965122,thulasinayakar,0,0,,,None,,https://twitter.com/thulasinayakar/status/975401789401870337,அசிங்கமான
52,52,52,975283947872518144,2018-03-18,13:43:07,@iam_jackk இன்னும் அசிங்கமான ரிப்ளை வரும்னு நினைச்சேன்.. நல்லவேளை இது கொஞ்சம் டீசண்டா இருக்கு....😂  pic.twitter.com/1lQZYINqlb,Sri Lanka Standard Time,0,3987335839,smart_lingaa,0,0,,,None,iam_jackk,https://twitter.com/smart_lingaa/status/975283947872518144,அசிங்கமான
53,53,53,975221205925027840,2018-03-18,09:33:48,அழுக்குகளால் மூக்கில் உருவாகும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா?மேலதிக விபரங்களுக்கு :-...  https://fb.me/2KePcgwru ,Sri Lanka Standard Time,0,782229718196031489,neruppunews,0,0,,,None,,https://twitter.com/neruppunews/status/975221205925027840,அசிங்கமான
54,54,54,975137220842565632,2018-03-18,04:00:05,"முகத்தில் அசிங்கமான கரும்புள்ளிகளா? தக்காளியை இப்படி யூஸ் பண்ணுங்க..!வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/2RMCJT9ld ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/975137220842565632,அசிங்கமான
55,55,55,975089288978288641,2018-03-18,00:49:37,@geetha_divya ஏம்மா  உன்  அழகான  முகத்தை  அசிங்கமான  ஓவியமாக்கிட்ட,Sri Lanka Standard Time,0,850289226516221952,Boomina89226460,0,0,,,None,geetha_divya,https://twitter.com/Boomina89226460/status/975089288978288641,அசிங்கமான
56,56,56,975026142087331841,2018-03-17,20:38:42,உலகின் அசிங்கமான பெண்  |  தன்னம்பிக்கைப் பெண்  https://youtu.be/GzHvmaJxN8Q  via @YouTube,Sri Lanka Standard Time,4,989076133,eravi2007,0,0,,,None,YouTube,https://twitter.com/eravi2007/status/975026142087331841,அசிங்கமான
57,57,57,974949979621154816,2018-03-17,15:36:03,அசிங்கமான முகப்பரு தொல்லையில் இருந்துவிடுபட வேண்டுமா? இதோ சூப்பர் டிப்ஸ்!! #pimple #ut #utlifestyle #tamilnews #universaltamil  https://www.universaltamil.com/%e0%ae%85%e0%ae%9a%e0%ae%bf%e0%ae%99%e0%af%8d%e0%ae%95%e0%ae%ae%e0%ae%be%e0%ae%a9-%e0%ae%ae%e0%af%81%e0%ae%95%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%b0%e0%af%81-%e0%ae%a4%e0%af%8a%e0%ae%b2%e0%af%8d%e0%ae%b2/ … pic.twitter.com/7KUpuy2zAN,Sri Lanka Standard Time,0,804943978319650817,universalthamil,0,0,"#pimple,#ut,#utlifestyle,#tamilnews,#universaltamil",,None,,https://twitter.com/universalthamil/status/974949979621154816,அசிங்கமான
58,58,58,974917366172667904,2018-03-17,13:26:27,"@Aandavan_offl அழகா இருக்கிங்க - அசிங்கமான Word, ஆபாசம்... வேற வேற..",Sri Lanka Standard Time,0,212952303,ajay_offcl,0,0,,,None,Aandavan_offl,https://twitter.com/ajay_offcl/status/974917366172667904,அசிங்கமான
59,59,59,974856395551059968,2018-03-17,09:24:11,@robo_offl அவள பத்தி யோ அத பத்தியோ யோசிக்க கூட விரும்பல அப்றம் அசிங்க அசிங்கமான வார்த்தைகள் வாயில வரும் ☺️☺️,Sri Lanka Standard Time,0,2688250625,Aarshi_,1,0,,,None,robo_offl,https://twitter.com/Aarshi_/status/974856395551059968,அசிங்கமான
60,60,60,974749461720305665,2018-03-17,02:19:16,"பிரேமதாசா மைதானத்தில், பங்களாதேஷின் அசிங்கமான செயல் (படங்கள்)  https://fb.me/3UMliWlXi ",Sri Lanka Standard Time,1,289327963,jaffnamuslim,0,1,,,None,,https://twitter.com/jaffnamuslim/status/974749461720305665,அசிங்கமான
61,61,61,974709798661836800,2018-03-16,23:41:39,@ashokcommonman @Magizhmaaran நான் அசோக்மாதிரி அசிங்கமான படங்களை சேகரிப்பவன் இல்லை நன்றி..,Sri Lanka Standard Time,0,732169553610870785,kolaveriboy,1,0,,,None,"Magizhmaaran,ashokcommonman",https://twitter.com/kolaveriboy/status/974709798661836800,அசிங்கமான
62,62,62,974696039067234304,2018-03-16,22:46:59,@su_boss2 @skpkaruna ஆயிரமும் அசிங்கமான வார்த்தையால இருக்கும்..,Sri Lanka Standard Time,0,3650082913,Thamizh_Future,0,0,,,None,"skpkaruna,su_boss2",https://twitter.com/Thamizh_Future/status/974696039067234304,அசிங்கமான
63,63,63,974691790446972928,2018-03-16,22:30:06,மூக்கில் இருக்கும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா அப்ப இத செய்...  https://youtu.be/4KO_xK93Xb0  via @YouTube,Sri Lanka Standard Time,28,794065887888187392,vanithaselvi,6,3,,,None,YouTube,https://twitter.com/vanithaselvi/status/974691790446972928,அசிங்கமான
64,64,64,974622762194042880,2018-03-16,17:55:48,"முகத்தில் பருக்களின் கருமையான தழும்புகள் இருந்து, அசிங்கமான தோற்றத்தைக் கொடுத்தால் எப்படி மீளலாம்  http://tamilbeauty.tips/45989  pic.twitter.com/xASfSDw6qa",Sri Lanka Standard Time,0,3298357680,tamilbeautytipz,0,0,,,None,,https://twitter.com/tamilbeautytipz/status/974622762194042880,அசிங்கமான
65,65,65,974606229585715201,2018-03-16,16:50:07,"21 நாட்களில் பின்புறத்தில் உள்ள அசிங்கமான மடிப்புகளை அகற்றுவது எப்படி..?வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/UCUls0kK ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/974606229585715201,அசிங்கமான
66,66,66,974538755938729989,2018-03-16,12:22:00,"பின்புறத்தில் தொங்கும் அசிங்கமான சதையை குறைக்க தினமும் இதை செய்தாலே போதும்..! வீடியோக்களை Whatsapp, Email இல்...  https://fb.me/HAln0C4T ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/974538755938729989,அசிங்கமான
67,67,67,974529539622682624,2018-03-16,11:45:22,ஆர்யா என்ன அவதார புருஷரா இது போன்ற அசிங்கமான மனிதாபிமானமற்ற நிழச்சியை ஒளிபரப்புவது ஊடக தர்மமா? கலாச்சார சீரழிவு இல்லையா? பெண்களின் பெண்ணியத்திற்கும் கண்ணியத்திற்கும் இழுக்கு அல்லவா? இதை வேடிக்கை பார்த்துக் கொண்டு இருக்கும் பெண்கள் அமைப்பு சமூக சிந்தனையாளர்கள் எங்கே?,Sri Lanka Standard Time,0,856942314656120832,Kalyana37232455,1,0,,,None,,https://twitter.com/Kalyana37232455/status/974529539622682624,அசிங்கமான
68,68,68,974527379405078528,2018-03-16,11:36:47,@IndiaGateFoods @ColorsTvTamil ஆர்யா என்ன அவதார புருஷரா இது போன்ற அசிங்கமான மனிதாபிமானமற்ற நிழச்சியை ஒளிபரப்புவது ஊடக தர்மமா? கலாச்சார சீரழிவு இல்லையா? பெண்களின் பெண்ணியத்திற்கும் கண்ணியத்திற்கும் இழுக்கு அல்லவா? இதை வேடிக்கை பார்த்துக் கொண்டு இருக்கும் பெண்கள் அமைப்பு சமூக சிந்தனையாளர்கள் எங்கே?,Sri Lanka Standard Time,3,856942314656120832,Kalyana37232455,0,0,,,None,"ColorsTvTamil,IndiaGateFoods",https://twitter.com/Kalyana37232455/status/974527379405078528,அசிங்கமான
69,69,69,974518588605325312,2018-03-16,11:01:51,"முகத்திலுள்ள அசிங்கமான ரோமங்களை நீக்க உதவும் வீட்டு வைத்திய முறைகள்..!வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/7kNl7MutX ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/974518588605325312,அசிங்கமான
70,70,70,974475760877502464,2018-03-16,08:11:40,@mayavarathaan இதில் அசிங்கம் எங்க இருக்கு. அசிங்கமான ஒரு வார்த்தையை உங்களால் இதில் காட்டமுடியுமா?,Sri Lanka Standard Time,0,962954641334874113,kaalaa_kujini,1,0,,,None,mayavarathaan,https://twitter.com/kaalaa_kujini/status/974475760877502464,அசிங்கமான
71,71,71,974215498966732806,2018-03-15,14:57:29,"முகத்தில் அசிங்கமான கரும்புள்ளிகளா..? இப்படி செய்தால் ஒரே வாரத்தில் மாயமாகி விடும்! வீடியோக்களை Whatsapp,...  https://fb.me/8GjYLOIEk ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/974215498966732806,அசிங்கமான
72,72,72,974213303584067584,2018-03-15,14:48:46,ஒரே வாரத்தில் முகத்தில் உள்ள அசிங்கமான தழும்புகள் மற்றும் பருக்களைப் போக்கும் எளிய வழிகள்..!  வீடியோக்களை...  https://fb.me/LyvFUFlN ,Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/974213303584067584,அசிங்கமான
73,73,73,974200915392569344,2018-03-15,13:59:32,GST மூலம் தமிழகத்திற்கு நல்ல பலன் கிடைத்துள்ளது...# மங்குனி பன்னீர்...ஏதாவது அசிங்கமான கெட்ட வார்த்தை இருந்தா கடன் கொடுங்க மக்களே...  pic.twitter.com/Zvoq89we9L,Sri Lanka Standard Time,9,2834243912,mahavnr,0,6,,,None,,https://twitter.com/mahavnr/status/974200915392569344,அசிங்கமான
74,74,74,974131175857016832,2018-03-15,09:22:25,"சொந்தமா உழச்சு விவசாயம் பாக்குறவன் கார் வச்சிருக்கிறதே கூட இவனுகளுக்கு பிரச்சனையா இருக்கு.. இந்த அசிங்கமான பொதுபுத்திதான், பிஜேபி மாதிரியான இந்துத்துவ மானங்கெட்ட கட்சிகளுக்கான மூல்தனம்  https://twitter.com/MajorSimhan/status/973940514562035712 …",Sri Lanka Standard Time,60,249879122,iindran,4,62,,,None,,https://twitter.com/iindran/status/974131175857016832,அசிங்கமான
75,75,75,974130685718937600,2018-03-15,09:20:28,"@rajinikanth @ikamalhaasan @News18TamilNadu @BinilDhas ச்சீ கருமம்... உன்னையும் , உன் போன்ற பிரிவினைவ்திகளையும்,உன் அண்ணன் ச்சீமானையும் தமிழர்கள் இல்லையென்று ஒதுக்கி வைத்து தீவிரவாதம் பேசும் அசிங்கமான டம்ளர்கள் வச்சி ரொம்ப நாளாகுது... கெளம்புங்க கெளம்புங்க ...இந்த மாநிலத்தின் அசிங்கங்களே",Sri Lanka Standard Time,0,965583113186246656,NerpaarvaiN,3,0,,,None,"BinilDhas,News18TamilNadu,ikamalhaasan,rajinikanth",https://twitter.com/NerpaarvaiN/status/974130685718937600,அசிங்கமான
76,76,76,973884347072704513,2018-03-14,17:01:36,நான் தர்மத்தின் பக்கம் இருக்கிறேன் நாத்திகமென்ற பெயரில் வெள்ளைக்காரனால் உருவாக்கப்பட்ட அதர்மச்செயலை கொள்கையாக கொண்ட கன்னடர்களின் தந்தை பெரியாரின் அசிங்கமான  கொள்கையை ஆட்சியாக நடத்தும்  பணத்திற்க்காக எதையும் செய்யும் மானம்கெட்ட திராவிடக்கட்சிகளை என் உயிரே போனாலும் ஆதரிக்கமாட்டேன்  pic.twitter.com/oylcUZE5HX,Sri Lanka Standard Time,0,932506997513007104,RamamurugesanG,0,0,,,None,,https://twitter.com/RamamurugesanG/status/973884347072704513,அசிங்கமான
77,77,77,973572055835713536,2018-03-13,20:20:40,@Vasanth15650799 கெட்ட வார்த்தை பேசுறதுக்குனே ட்வீட்டர் வருவீங்களா? இதோட நீயே அமைதியா போய்டு அடுத்த முறை அசிங்கமான வார்த்தை பேசினா ப்ளாக் தான்... இந்த டேக்லா பார்த்துட்டு வயித்தெரிச்சலோட ஓடிடு 👉 #தலைவர் #ரஜினிகாந்த் #Rajinikanth #RajiniMakkalMandram #RajinikanthPoliticalEntry 🤘🤘🤘,Sri Lanka Standard Time,0,2880515935,umavshankar,1,0,"#தல,#ரஜ,#Rajinikanth,#RajiniMakkalMandram,#RajinikanthPoliticalEntry",,None,Vasanth15650799,https://twitter.com/umavshankar/status/973572055835713536,அசிங்கமான
78,78,78,973496810915409921,2018-03-13,15:21:41,@Samanthaprabhu2 எதுக்கு டா அக்காவ அசிங்கமான போட்டே போட்ட 😡😡😡,Sri Lanka Standard Time,0,855537594788196353,thala_pathy12,1,0,,,None,Samanthaprabhu2,https://twitter.com/thala_pathy12/status/973496810915409921,அசிங்கமான
79,79,79,973397100250591233,2018-03-13,08:45:28,ஆனால் கமலஹாசன் சிந்லனை அதிகத்திற்க்காக பொண்டாட்டி என்னிக்கையை அதிக படுத்தி கொள்வார் பொம்பல பொறுக்கி கமினாட்டி கமலஹாசன் வாயில முத்தம் கொடுக்கற அசிங்கம் பிடிச்ச நடிகர் இந்திய திரையிலேயே கமலஹாசன்தான் ரொம்ப மோகமான அசிங்கமான கலாச்சார பண்பாடு சீரழிவு நடிகர் கமலஹாசன் வாயில் முத்தம் BAD  pic.twitter.com/NOKBoDOZx4,Sri Lanka Standard Time,1,971357312525873152,Pkvenkataram1,0,0,,,None,,https://twitter.com/Pkvenkataram1/status/973397100250591233,அசிங்கமான
80,80,80,973190075117797376,2018-03-12,19:02:49,@Pearlkumaran15 கேவலமான அசிங்கமான அநாகரிகமான அவலமான பொய்மை முகம்கொண்ட பெண்களுக்கு இழுக்கு தேடித் தந்த ராட்சசி,Sri Lanka Standard Time,1,4806444422,P_I_Swathi,0,0,,,None,Pearlkumaran15,https://twitter.com/P_I_Swathi/status/973190075117797376,அசிங்கமான
81,81,81,972918427449884672,2018-03-12,01:03:23,@JAnbazhagan @imprasath அசிங்கமான கட்சி ல இருந்தா அடுத்தவர அசிங்கமா கேக்க தான் தோணும் .. அழிவின் விளிம்பில் இருப்பதால் பேச்சில் இருக்கும் ஆதங்கம் தெரிகிறது #AdmkFails,Sri Lanka Standard Time,1,181817997,Offl_vignesh,0,0,#AdmkFails,,None,"imprasath,JAnbazhagan",https://twitter.com/Offl_vignesh/status/972918427449884672,அசிங்கமான
82,82,82,972903830668144640,2018-03-12,00:05:23,@itzShinChan_ அப்படி என்ன அசிங்கமான 😂😂😂😂,Sri Lanka Standard Time,0,855537594788196353,thala_pathy12,1,0,,,None,itzShinChan_,https://twitter.com/thala_pathy12/status/972903830668144640,அசிங்கமான
83,83,83,972887395551952896,2018-03-11,23:00:05,"அக்குளில் உள்ள அசிங்கமான கருமையை வீட்டில் உள்ள பொருட்களை வைத்து நீக்குவது எப்படி..?வீடியோக்களை Whatsapp, Email...  https://fb.me/I7cF5Ufw ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/972887395551952896,அசிங்கமான
84,84,84,972886207670571008,2018-03-11,22:55:21,"ஏன்டா நாய்களா, நீங்கள் சோத்துக்கு உப்பு போட்டுதான் தீங்கரீகளா, இப்படி பச்சையாக அவதூறுக்களை தமிழக அரசு மீதும், முதல்வர் மீதும் வாரிக்கொட்டரீங்க! அசிங்கமான வார்த்தையில் திட்டவைகத்தீங்க!",Sri Lanka Standard Time,6,306409016,skarthikdotin,2,1,,,None,,https://twitter.com/skarthikdotin/status/972886207670571008,அசிங்கமான
85,85,85,972630699743223808,2018-03-11,06:00:04,"முகத்தில் அசிங்கமான கரும்புள்ளிகளா? தக்காளியை இப்படி யூஸ் பண்ணுங்க..!வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/26Gi7zO3C ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/972630699743223808,அசிங்கமான
86,86,86,972540107642232832,2018-03-11,00:00:05,"அக்குளில் உள்ள அசிங்கமான கருமையை வீட்டில் உள்ள பொருட்களை வைத்து நீக்குவது எப்படி..?வீடியோக்களை Whatsapp, Email...  https://fb.me/ESLRZObf ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/972540107642232832,அசிங்கமான
87,87,87,972525837252665344,2018-03-10,23:03:22,ஹெச்.ராஜா !  அர்ஜீன்சம்பத்!மாதிரி தலைவர்கள் இல்லாதிருந்தால்பெரியாரின்  அசிங்கமானமறுபக்கம் தெரியாமலேபோயிறுக்கும்!😭திருமா! அருணன்! மாதிரி தலைவர்கள் இல்லாதிருந்தால்அம்பேத்கரை  அனைத்துமக்களுக்கான தலைவராகவேநினைத்திருப்போம் 😭  https://twitter.com/PTTVOnlineNews/status/972482099465744385 …,Sri Lanka Standard Time,22,891353215798697984,Thangapalam6,0,10,,,None,,https://twitter.com/Thangapalam6/status/972525837252665344,அசிங்கமான
88,88,88,972451795606753280,2018-03-10,18:09:10,@VinodMuniyasamy விமர்சனம் நிறையவே இருக்கு முத்தையா மேல சாதிங்கிறதே அசிங்கமான விசயம்அதிலென்ன பெருமை வேண்டி கிடக்கு,Sri Lanka Standard Time,0,1705127455,writter_vambu,1,0,,,None,VinodMuniyasamy,https://twitter.com/writter_vambu/status/972451795606753280,அசிங்கமான
89,89,89,972396019488092160,2018-03-10,14:27:31,முகத்தில் உள்ள அசிங்கமான கரும்புள்ளிகளில் இருந்து விடுபடவேண்டுமா? #blackmark #ut #utlifestyle #tamilnews #universaltamil  https://www.universaltamil.com/%e0%ae%ae%e0%af%81%e0%ae%95%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%b2%e0%af%8d-%e0%ae%89%e0%ae%b3%e0%af%8d%e0%ae%b3-%e0%ae%85%e0%ae%9a%e0%ae%bf%e0%ae%99%e0%af%8d%e0%ae%95%e0%ae%ae%e0%ae%be%e0%ae%a9/ … pic.twitter.com/QaWwL7EFHl,Sri Lanka Standard Time,0,804943978319650817,universalthamil,0,0,"#blackmark,#ut,#utlifestyle,#tamilnews,#universaltamil",,None,,https://twitter.com/universalthamil/status/972396019488092160,அசிங்கமான
90,90,90,972179950450049024,2018-03-10,00:08:57,@Karuvi_ அசிங்கமான அடைமொழியோட அழைப்பதை கட்டாயம் ஏற்றுக்கொள்ள மாட்டேன். யாராயிருந்தாலும்.,Sri Lanka Standard Time,0,15561549,msathia,2,0,,,None,Karuvi_,https://twitter.com/msathia/status/972179950450049024,அசிங்கமான
91,91,91,972130315819917312,2018-03-09,20:51:43,திருட்டு திராவிட புத்தி இதான்..என் பதிவில் கூட அசிங்கமான வார்த்தைளை போட்டு கதறுது சொரியான் நாயோட அடிமைகள் ...இதற்காகவே இந்த திராவிடத்தை ஒழிக்கணும்..இவன் பெண்விடுதலைக்கு என்னத்தை சாதிச்சானோ..திருட்டு நாத்திகம் காட்டுமிராண்டிகள்....  https://twitter.com/kani_ven/status/972127622736969729 …,Sri Lanka Standard Time,42,882662029344948224,vanamadevi,1,20,,,None,,https://twitter.com/vanamadevi/status/972130315819917312,அசிங்கமான
92,92,92,972120569289244672,2018-03-09,20:12:59,@gayathriraguram உன் அசிங்கமான மூஞ்சியை பிளாஸ்டிக் சர்ஜரி செய்து மாற்றலாம் ஓகே ஆனால் உன் அசிங்கமான மனதை ?,Sri Lanka Standard Time,1,899590240171696128,zqY5hFs8uYZXh0M,0,0,,,None,gayathriraguram,https://twitter.com/zqY5hFs8uYZXh0M/status/972120569289244672,அசிங்கமான
93,93,93,971945553754963970,2018-03-09,08:37:32,"ஆங்கிலம் படித்தால் நல்லது என்று வெளிப்படையாக சொல்லவும், தெய்வ நம்பிக்கை உண்டு என்று மேடையில் பேசவும் கூட தமிழ்நாட்டில் தைரியம் வேணும் எனும்  நிலையில்  உள்ளது. அலங்கார ஜோடனைகள் இல்லை. அசிங்கமான வசவு வார்த்தைகள் இல்லை. மாணவர்கள் படிப்பை மட்டும் பாருங்கள் என்று சொன்னது ஹைலைட். 1/1",Sri Lanka Standard Time,127,726114466853613568,BhaskarCVF,3,56,,,None,,https://twitter.com/BhaskarCVF/status/971945553754963970,அசிங்கமான
94,94,94,971942985905647617,2018-03-09,08:27:20,@News18TamilNadu ஒரு பெண்ணை தேவடியா என்று சொன்ன #Ayyakannu கண்ணத்தில் அறைந்தது போல நாக்கை அறுக்க வேண்டும் பெண்னை  திட்ட தேவடியா என்ற வர்த்தை மிகவும் அசிங்கமான சொல்..... #அய்யாகண்ணு வை கைது செய்ய வேண்டும்,Sri Lanka Standard Time,4,714407364,asmoorthi2006,0,1,"#Ayyakannu,#அய",,None,News18TamilNadu,https://twitter.com/asmoorthi2006/status/971942985905647617,அசிங்கமான
95,95,95,971932045902426112,2018-03-09,07:43:52,"சங்கிகள் பதட்டமடைறது நியாயந்தான். சொல்றதுக்கு சாதனைன்னு எதாவது இருந்தாத்தானே. ஊழல், சமூக, பொருளாதார முன்னேற்றக் குறியீடுன்னு ஒண்ணு சொல்ல முடியுதா? முடைநாற்றமெடுத்த அசிங்கமான சொற்கள் மட்டுமே சங்கிகளுக்குத் துணை.",Sri Lanka Standard Time,0,243980082,Aandaal3,0,0,,,None,,https://twitter.com/Aandaal3/status/971932045902426112,அசிங்கமான
96,96,96,971827814113554432,2018-03-09,00:49:41,#PoliceKilledUsha காசு வாங்கிட்டு ஓட்டு போடுவதால்தான் இதுமாறி கேவலமான அரசியல் மற்றும் அசிங்கமான மானங்கெட்ட காவல்துறை உருவாகிறது...,Sri Lanka Standard Time,0,461155961,sjanaarthanan,0,1,#PoliceKilledUsha,,None,,https://twitter.com/sjanaarthanan/status/971827814113554432,அசிங்கமான
97,97,97,971781946438246400,2018-03-08,21:47:25,வன்முறையை ருசித்து அதிகார வர்க்கத்திற்கு அடிமை நாய்யாய் குலைத்து பழக்கப்பட்ட திலகவதி தனது அசிங்கமான முகத்தை காட்டிக்கொண்டு இருக்கிறார்.,Sri Lanka Standard Time,0,194016889,karkkivijay,0,0,,,None,,https://twitter.com/karkkivijay/status/971781946438246400,அசிங்கமான
98,98,98,971474816594300929,2018-03-08,01:27:00,எவ்ளோ அசிங்கமான சமூகத்தில் ''நாம்''  (நான் வாழ்கிறேன்) 😢 வாழ்கிறோம் ... த்தூ....,Sri Lanka Standard Time,0,2556279194,SDravidan,0,0,,,None,,https://twitter.com/SDravidan/status/971474816594300929,அசிங்கமான
99,99,99,971465908500668417,2018-03-08,00:51:36,@khushsundar இந்த மாதிரி அசிங்கமான கேள்விகளுக்கு நீங்க பதில் சொல்ல வேண்டாம் மேம்,Sri Lanka Standard Time,0,333974868,Riya2205,0,0,,,None,khushsundar,https://twitter.com/Riya2205/status/971465908500668417,அசிங்கமான
