,Unnamed: 0,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
116,116,959492014801805314,2018-02-02,23:51:37,Mr.prabhu தப்பயும் விமர்சனத்தையும் ஏத்துகிட்ட முடியாம அது அசிங்கமாக விட்டுடீங்க ... இது நல்லதுக்கே இல்ல ..இப்பவும் அந்த @Suriya_offl அடுத்ததடவ பாத்துக்கலாம் விடுங்கனு சொல்லுவாரு நல்ல மனுஷன் அதுக்காச்சும் எதா நல்லது நடக்கட்டும்#UruviWarriorPictures 😪,Sri Lanka Standard Time,0,3189814752,selvaK_Raavana,0,3,#UruviWarriorPictures,,None,Suriya_offl,https://twitter.com/selvaK_Raavana/status/959492014801805314,அசிங்கமாக
117,117,959491097620709376,2018-02-02,23:47:58,"@HRajaBJP @naveenkvst @SajjvinoVinoth @NatarajaMurthi ஆண்டவன் அருளால், தாயின் தாயார் ஆண்டாளை பற்றி அசிங்கமாக பேசிய பண்பு இருக்கிற போது, இது மட்டும் தங்கள் கண்களில் பட்டு பதில் சொல்வது வியப்பாக உள்ளது",Sri Lanka Standard Time,9,945367100901621760,DKomaali,2,1,,,None,"NatarajaMurthi,SajjvinoVinoth,naveenkvst,HRajaBJP",https://twitter.com/DKomaali/status/959491097620709376,அசிங்கமாக
118,118,959353273705738240,2018-02-02,14:40:19,பரிஸ்தமிழ்.கொம் கிண்டல் செய்தவரை அசிங்கமாக திட்டிய விக்னேஷ் சிவன் ! சூரியா நடித்த  https://goo.gl/5XkVXz  pic.twitter.com/01cWJnJfWv,Sri Lanka Standard Time,0,258821185,Paristamil,0,0,,,None,,https://twitter.com/Paristamil/status/959353273705738240,அசிங்கமாக
119,119,959307993178284034,2018-02-02,11:40:23,@MACHAKKARAN கண்ணு ஏன்டா சொருகுது? டாஸ்மாக்ல டிசைன் பண்ண முருகனா? முருகன் என்றாலே அழகன் என்று பொருள். அசிங்கமாக வடிவமைத்து கேவலப்படுத்துவது தமிழனாக இருக்காது,Sri Lanka Standard Time,6,942615725478309888,Subbu55843881,0,0,,,None,MACHAKKARAN,https://twitter.com/Subbu55843881/status/959307993178284034,அசிங்கமாக
120,120,959305936752984070,2018-02-02,11:32:13,"கிண்டல் செய்தவரை அசிங்கமாக திட்டிய விக்னேஷ் சிவன் ! யாரை ,ஏன் தெரியுமா ?  https://fb.me/6wRdyAvGP ",Sri Lanka Standard Time,0,2851726315,dc9d35e1f34c47e,0,0,,,None,,https://twitter.com/dc9d35e1f34c47e/status/959305936752984070,அசிங்கமாக
121,121,959092791442792449,2018-02-01,21:25:15,"வழக்கை முடித்துக் கொண்டு,சொதனையையும் முடித்துக் கொண்டு திரும்பிவிட்டது,காங்ரஸ் எனக்கு நடந்தது என்ன?அறிவிப்பு வெளியிடாமல் ஆட்சி செய்ய எப்படி முடியும்?பி.ஜே.பி செய்வது ஆட்சியா ?அசிங்கமாக இருக்கிறது.குற்றவாளிகளை சுற்றி வளைத்துவிட்டு அறிவிப்பு விட்டு இருக்கலாம்.தாமதம் ஏன்?",Sri Lanka Standard Time,0,953540124972695552,Nagaraj59250848,0,0,,,None,,https://twitter.com/Nagaraj59250848/status/959092791442792449,அசிங்கமாக
122,122,959085765694169088,2018-02-01,20:57:20,"அற்புதமான நிதிநிலை அறிக்கை!தூற்றுவோர் கவனத்திற்கு,எவ்வளவு பெரிய சலுகை!பாராட்ட மனமில்லாவிடினும் அசிங்கமாக பேசாமலாவது இருக்கலாமே!இனி 250 கோடிக்கு மேல் வருமானம் வந்தால் 5% வரியை குறைத்துள்ளனர்!வாங்க, 250 கோடிக்குமேல் சம்பாதிப்போம்!அதானி, அம்பானிக்கெல்லாம் கிடையாதே!!!!",Sri Lanka Standard Time,32,2380473174,punithanadv,1,8,,,None,,https://twitter.com/punithanadv/status/959085765694169088,அசிங்கமாக
123,123,959029164253876224,2018-02-01,17:12:25,"கை, தொடைகளில் அசிங்கமாக தொங்கும் சதைகளை குறைக்க இதெல்லாம் பண்ணுங்க!வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/1Nsy7ZEz9 ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/959029164253876224,அசிங்கமாக
124,124,958876161756479489,2018-02-01,07:04:26,@Sureka5670 சிலர் அல்ல பலர் இப்படித்தான் இருக்கின்றனர். இதனை பெண்களே தீர்வினை காண வேண்டும். ஆண்கள் கேட்டால் உடலை பார்த்து(அசிங்கமாக) போசதே என்பார்கள்...,Sri Lanka Standard Time,0,342006699,sasi614,0,0,,,None,Sureka5670,https://twitter.com/sasi614/status/958876161756479489,அசிங்கமாக
0,0,968495706209071105,2018-02-27,20:09:04,@DINAMANI அசிங்கமான ஊடகங்கள்,Sri Lanka Standard Time,0,703619891044036608,alameenae1,0,0,,,None,DINAMANI,https://twitter.com/alameenae1/status/968495706209071105,அசிங்கமான
1,1,968457076073730048,2018-02-27,17:35:34,@actorvijay @siva17594 அசிங்கமான வார்த்தைகளால் திட்டிதிங்கா plz🙏🙏🙏,Sri Lanka Standard Time,0,855537594788196353,thala_pathy12,1,0,,,None,"siva17594,actorvijay",https://twitter.com/thala_pathy12/status/968457076073730048,அசிங்கமான
2,2,968141648570929155,2018-02-26,20:42:10,ஆறு விரல்களுடன் அசிங்கமான ஜெயலலிதாவின் சிலை: நாஞ்சில் சம்பத் விளாசல் #JayalalithaaStatue | #TTVDhinakaran | #NanjilSampath | #Jayalalithaa | #AIADMkவீடியோ https://www.youtube.com/watch?v=_SvVifD-qc0 …,Sri Lanka Standard Time,2,712258303019974656,cauverytv,0,1,"#JayalalithaaStatue,#TTVDhinakaran,#NanjilSampath,#Jayalalithaa,#AIADMkவ",,None,,https://twitter.com/cauverytv/status/968141648570929155,அசிங்கமான
3,3,968080529592668161,2018-02-26,16:39:18,ஆர் எஸ் எஸ் - ன் அசிங்கமான சுதந்திரப்போராட்ட வரலாறும்..குரூரமான காந்திஜி கொலையும்..கேவலமான மனுஸ்மிருதிக்கான...  https://fb.me/1xqngBRmu ,Sri Lanka Standard Time,0,39781985,suryakmr,0,0,,,None,,https://twitter.com/suryakmr/status/968080529592668161,அசிங்கமான
4,4,967998491061440512,2018-02-26,11:13:19,"மிருகங்களிலேயே கேடுகெட்ட அருவருக்கத்தக்க , மிகவும் கொடூரமான, அசிங்கமான மிருகம் மனிதனே . சாதி , மதம் , கடவுள் , நிறம், தோற்றம் , உயரம் , உடை , மொழி  எத்தனையை வைத்து கொல்லப்போகிறீர்கள் . மனிதனின் சுயநலத்தாலும் பேராசையாலும் தன் இனமே அழியப்போகும் நாள் வெகு தூரம் இல்லை .  pic.twitter.com/ZwSbEdURPp",Sri Lanka Standard Time,3,191447356,naan_manitha,0,1,,,None,,https://twitter.com/naan_manitha/status/967998491061440512,அசிங்கமான
5,5,967959551667417088,2018-02-26,08:38:35,@Barbie_vj @maha_latchu அதுக்காக  அசிங்கமான வாழ்க்கையை ஒரு பெண் வாழனும்னு அவசியம் கிடையாதுஉங்களுக்கு இது புரியாதுநான் வேற எதாவது விளக்கம் கொடுத்தால் டி.எல். நாரிடும்நன்றி 🙏🙏,Sri Lanka Standard Time,0,858727136940699648,RKB_rocking,1,0,,,None,"maha_latchu,Barbie_vj",https://twitter.com/RKB_rocking/status/967959551667417088,அசிங்கமான
6,6,967715151829917696,2018-02-25,16:27:26,ஆறு விரல்களுடன் அசிங்கமான ஜெயலலிதாவின் சிலை: நாஞ்சில் சம்பத் விளாசல்#JayalalithaaStatue | #Jayalalithaa | #ADMK | #TTVDhinakaran வீடியோ https://www.youtube.com/watch?v=_SvVifD-qc0 …,Sri Lanka Standard Time,1,712258303019974656,cauverytv,1,1,"#JayalalithaaStatue,#Jayalalithaa,#ADMK,#TTVDhinakaran",,None,,https://twitter.com/cauverytv/status/967715151829917696,அசிங்கமான
7,7,967601946197606400,2018-02-25,08:57:35,@bhagavan_420 @mookaiyya_kpm என்ன மா இது WALGAR (அசிங்கமா சார்ட்) சமுக வலைதலங்கள் என்பது அசிங்கமா அசிஅசிங்கமா பயன்படுத்துவதற்க்கு அல்ல உங்கலால WALGAR அசிங்கமான வாக்கியங்கலை.பயன்படுத்தமா நல்ல வாக்கியங்கலை பயன்படுத்த இயலாத ?,Sri Lanka Standard Time,0,958279068864061443,doZ2MiYBh4XhsJK,1,0,,,None,"mookaiyya_kpm,bhagavan_420",https://twitter.com/doZ2MiYBh4XhsJK/status/967601946197606400,அசிங்கமான
8,8,967598708366823424,2018-02-25,08:44:43,எத்தியோப்பியாவின் சிங்கங்கள் தான் நினைவுக்கு வருகின்றனஇந்தியாவின் செஃல்பி சிங்கங்கள் செய்த அசிங்கமான (கொலை) படித்த போது#Madhu pic.twitter.com/GQQvLVZAyi,Sri Lanka Standard Time,23,345546876,kavitha129,2,12,#Madhu,,None,,https://twitter.com/kavitha129/status/967598708366823424,அசிங்கமான
9,9,967378722864205824,2018-02-24,18:10:35,"எங்கள் ஆட்சியை தொட்டுக் கூட பார்க்க முடியாது - முதல்மந்திரி பழனிச்சாமி அவ்வளவு கறை படிந்த , அசிங்கமான,...  https://fb.me/NyrBVWK6 ",Sri Lanka Standard Time,1,757930988403986432,BoseSelva8,0,0,,,None,,https://twitter.com/BoseSelva8/status/967378722864205824,அசிங்கமான
10,10,967337157328187393,2018-02-24,15:25:25,@rajumahalingam @ThanthiTV @Sharpkumar1 எனக்கு ஆத்தா இல்லடா உனக்கு இருக்காஇல்ல அவல ஓத்துக்கல.உன் அசிங்கமான வார்த்தையை இத்துடன் நிறுத்திக்கஇல்ல இத விட மோசமா வரும்!,Sri Lanka Standard Time,0,963976379678146562,muthurajendram6,1,0,,,None,"Sharpkumar1,ThanthiTV,rajumahalingam",https://twitter.com/muthurajendram6/status/967337157328187393,அசிங்கமான
11,11,967214266905489409,2018-02-24,07:17:05,@CMOTamilNadu @OfficeOfOPS   காவல் துறையைய்  கையில் வைத்திருக்கும்  முதல்வரேஇதைபடியுங்கள் இதைவிட கடலுாா் மாவட்டம் விருத்தாசலம் போக்குவரத்து காவலா்  A. ஏழமலை  மடக்கிபிடித்து டிரைவா்களைஅடிப்பதும் அசிங்கமான வாா்த்தையால் திட்டுவதும் தினமும் நடைபெறுகிறது  pic.twitter.com/yiPrmArQuj,Sri Lanka Standard Time,2,958146393826193408,P44647834,0,0,,,None,"CMOTamilNadu,OfficeOfOPS",https://twitter.com/P44647834/status/967214266905489409,அசிங்கமான
12,12,967074095614500869,2018-02-23,22:00:06,"அசிங்கமான தழும்புகளை மறைய வைக்க விட்டமின் ஈ யை எப்படி யூஸ் பண்ண வேண்டும்..?வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/3gU7qZ9uf ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/967074095614500869,அசிங்கமான
13,13,967010537916821506,2018-02-23,17:47:33,@karpagarajanR தம்பி பாரம்பரிய முறையில் வணக்கம் வைக்கும் இந்திய பழக்கம் கூட தெரியாத மோடி .. அசிங்கமான செயல்,Sri Lanka Standard Time,0,893659591183126528,ts_sudharsan,0,0,,,None,karpagarajanR,https://twitter.com/ts_sudharsan/status/967010537916821506,அசிங்கமான
14,14,966884593621086215,2018-02-23,09:27:05,@Zha_God @ivivasai @TiruppurNattama புதியவன் கேட்ட கேள்விய விட உங்களோட இந்த அசிங்கமான பிஹேவியர் தான் இஸ்லாம் கண்டிக்குது.,Sri Lanka Standard Time,0,3027496080,sillypayyan,0,0,,,None,"TiruppurNattama,ivivasai,Zha_God",https://twitter.com/sillypayyan/status/966884593621086215,அசிங்கமான
15,15,966700433531195393,2018-02-22,21:15:18,@news7tamil கமலஹாசன் ஒரு ஹிந்து மத விரோதி என்பதில் எள்ளளவும் சந்தேகமே தேவையில்லை !!!! அவரும் அசிங்கமான தி.க.வினரைப் போல கேடுகெட்ட நாத்திகம் பேசி ஹிந்து மத நம்பிக்கைகளை மட்டும் அடி முட்டாள்த்தனமாக இழிவுபடுத்திக் கொண்டிருக்கும் ஒரு கோழைதான் !!!@HRajaBJP @ikamalhaasan,Sri Lanka Standard Time,0,946817351017684992,Narayan56345566,0,0,,,None,"news7tamil,HRajaBJP,ikamalhaasan",https://twitter.com/Narayan56345566/status/966700433531195393,அசிங்கமான
16,16,966630401392324608,2018-02-22,16:37:01,"@yemadharmarajan @ruby_twitz ம்ம் , சொல்லவதெல்லாம் உண்மைல எவளோ கேவலமான , அசிங்கமான நிகழ்ஙுகளாம் நடந்துருக்கு , 90% மக்கள் ஹிந்துத்துவா தான் , எந்த முஸ்லிம் ஆவது "" அவங்க மதம் இப்புத் தான் இது நாள தான் அவங்க  இப்புடி இருக்காங்கனு சொல்லிருக்காங்களா ் பட் நாயங்க விடியோவ தூக்கிட்டு வருதுங்க @Yemadharmarajan",Sri Lanka Standard Time,1,805471314244960256,Naju_Here,1,1,,,None,"ruby_twitz,yemadharmarajan",https://twitter.com/Naju_Here/status/966630401392324608,அசிங்கமான
17,17,966600485737123840,2018-02-22,14:38:09,"முகத்தில் உள்ள அசிங்கமான பிம்பிளைப் போக்க, இப்படி வாரத்திற்கு 2முறை செய்து வந்தால் போதும்..!வீடியோக்களை...  https://fb.me/1k27ghezL ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/966600485737123840,அசிங்கமான
18,18,966557444821233665,2018-02-22,11:47:07,"ஆஸ்திரேலிய ஆழ்கடலில் 'உலகின் அசிங்கமான மிருகம்' உட்பட பல புதிய வகை உயிரினங்கள் கண்டுபிடிப்பு (படங்கள், வீடியோ)  http://dlvr.it/QHLGs6 ",Sri Lanka Standard Time,0,1570898491,THEADIRAINEWS,0,0,,,None,,https://twitter.com/THEADIRAINEWS/status/966557444821233665,அசிங்கமான
19,19,966479327968731137,2018-02-22,06:36:42,@Ahmedshabbir20 @knameen தேவைனா பள்ளை இழிச்சுட்டு போலாம.ஒருவரின் மரணத்திற்கு கூட செல்லாமல் தனது சுயலாபத்திற்கு வீடு ஏறிப் போவது எவ்வளவு அசிங்கமான செயல்.,Sri Lanka Standard Time,0,893851004751368192,BabuRajw,0,0,,,None,"knameen,Ahmedshabbir20",https://twitter.com/BabuRajw/status/966479327968731137,அசிங்கமான
20,20,966405495861981184,2018-02-22,01:43:19,லண்டனில் அசிங்கமான போட்டியில் கலந்து கொண்ட இலங்கை பெண்விபரமாக>>>...  https://fb.me/39NPs7HuX ,Sri Lanka Standard Time,0,2937044522,pageoftrue,0,0,,,None,,https://twitter.com/pageoftrue/status/966405495861981184,அசிங்கமான
21,21,966222004910047232,2018-02-21,13:34:12,"@ikamalhaasan @sunnewstamil யோவ் போய்யா,  என்ன எங்கள பார்த்த என்னான்னு தெரியுதுஉன்ன மாதிரி அசிங்கமான ஆளுங்க இல்லையா நாங்கவேற எங்கயாவது விளக்க இரு போடா",Sri Lanka Standard Time,5,918163728767508480,kvivek_anandan,0,2,,,None,"sunnewstamil,ikamalhaasan",https://twitter.com/kvivek_anandan/status/966222004910047232,அசிங்கமான
22,22,966124405393797120,2018-02-21,07:06:22,@ikamalhaasan ஆமா அசிங்கமான தவறு.,Sri Lanka Standard Time,0,752049273034813440,JeyasundaraRaj,1,0,,,None,ikamalhaasan,https://twitter.com/JeyasundaraRaj/status/966124405393797120,அசிங்கமான
23,23,966008057955213312,2018-02-20,23:24:03,@kudumba_pathini அடியே என் பத்தினி வெறுமனே ச்சீ போடா சொல்லாதே... கூட ஒரு அசிங்கமான வார்த்தையை சேர்த்து சொல்லு... அப்போதான் நீ தேவடியா பத்தினி... சொல்லு... உன் கூதிக்கு ஒரு முத்தம் தர்றேன்...,Sri Lanka Standard Time,0,949333185317359616,azhagu_indiran,0,0,,,None,kudumba_pathini,https://twitter.com/azhagu_indiran/status/966008057955213312,அசிங்கமான
24,24,965876122457014273,2018-02-20,14:39:47,"“கான மயிலாட, கண்டிருந்தவான்கோழி, தானும் அதுவாகப் பாவித்து தன் பொல்லாச்சிறகை விரித்து ஆடினால் … etc etc .. காட்டுல மயில் அழகா தோகைய விரிச்சு சூப்பரா dance ஆடுமாம் .. உடனே வான் கோழிக்கு அடி வயிறு எரியுமாம் பொறாமை புடுங்ககித் தின்னுமாம்.. அதுவும் அசிங்கமான உடம்பை வச்சுக்கிட்டு  pic.twitter.com/cUuyChPfPr",Sri Lanka Standard Time,0,956917320386887681,Ravivalparai127,1,0,,,None,,https://twitter.com/Ravivalparai127/status/965876122457014273,அசிங்கமான
25,25,965571193729441792,2018-02-19,18:28:06,மூக்கில் இருக்கும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா? அப்ப இத செய்யுங்க  https://fb.me/OEKWgnbo ,Sri Lanka Standard Time,0,866191341855928320,HealthTamillk,0,0,,,None,,https://twitter.com/HealthTamillk/status/965571193729441792,அசிங்கமான
26,26,965569671205478400,2018-02-19,18:22:03,மூக்கில் இருக்கும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா? அப்ப இத செய்யுங்க  https://fb.me/OIp3xfNO ,Sri Lanka Standard Time,0,2487669228,SwethaSunsinger,0,0,,,None,,https://twitter.com/SwethaSunsinger/status/965569671205478400,அசிங்கமான
27,27,965490033951047681,2018-02-19,13:05:36,"அசிங்கமான தேமலா கவலை வேண்டாம் இதோ இருக்கு நாட்டு வைத்தியம்..! வீடியோக்களை Whatsapp, Email இல் பெற Subscribe!:...  https://fb.me/OelIHuES ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/965490033951047681,அசிங்கமான
28,28,965255489427619840,2018-02-18,21:33:36,#வெட்க்கேடு#தண்டேலி_உத்சவ் நிகிழ்ச்சியில் இன்று நான் கண்ட காட்சி தமிழ்நாட்டின் அசிங்கமான முகத்தை காட்டியது....  https://fb.me/3tPaMLdEw ,Sri Lanka Standard Time,0,1241773183,svmdhar,0,0,"#வ,#தண",,None,,https://twitter.com/svmdhar/status/965255489427619840,அசிங்கமான
29,29,965223735023173632,2018-02-18,19:27:26,நீங்க யாருக்கு நன்றி சொல்லஆசைப்படுறிங்கனு யாராவதுஎன்கிட்ட கேட்டா ட்வீட்டர்ல பேசுறபொண்ணுங்க கிட்டனு சொல்வேன்ஆமா எவ்ளோ கேவலமானஅசிங்கமான ஆபாசமா ட்வீட்போட்டாலும் அதை மறந்து பேசும் பெண்கள் வரம் தான்😔😔😔😔😊😊😊😌😌😌😌,Sri Lanka Standard Time,3,3237668996,ThalaSai_,1,3,,,None,,https://twitter.com/ThalaSai_/status/965223735023173632,அசிங்கமான
30,30,965186649691836416,2018-02-18,17:00:04,"மூன்றே நாட்களில் அசிங்கமான கரும்புள்ளிகள், பருக்கள் மறைய வேண்டுமா? அப்ப இத செய்யுங்க..!!வீடியோக்களை Whatsapp,...  https://fb.me/7rF4AL7vF ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/965186649691836416,அசிங்கமான
31,31,964846443621056512,2018-02-17,18:28:12,@RangarajPandeyR @latha44624523 அசிங்கமான பாட்டு எல்லாம் வேண்டாம்! 😩தீபாவிற்கும் ஆத்ரவாளர்கள் இருக்கிறார்கள் என்பது ஆச்சரியமே! நல்லா போராடி எடைப்பாடி மற்றும் டிடிவி இருந்து ஜெயா கட்சியை தீபா கைபற்றட்டும்!😂😂😂👍,Sri Lanka Standard Time,0,2294472043,veera_ganesan,2,0,,,None,"latha44624523,RangarajPandeyR",https://twitter.com/veera_ganesan/status/964846443621056512,அசிங்கமான
32,32,964500868346273792,2018-02-16,19:35:01,உதட்டின் மேல் அசிங்கமான முடி இருக்கா அப்போ இந்த வழியை பின்பற்றுங்கள் ..  https://fb.me/LBmhaJ4w ,Sri Lanka Standard Time,0,866191341855928320,HealthTamillk,0,0,,,None,,https://twitter.com/HealthTamillk/status/964500868346273792,அசிங்கமான
33,33,964500094195187713,2018-02-16,19:31:56,உதட்டின் மேல் அசிங்கமான முடி இருக்கா அப்போ இந்த வழியை பின்பற்றுங்கள் ..  https://fb.me/1CZ1Kv78r ,Sri Lanka Standard Time,0,2487669228,SwethaSunsinger,0,0,,,None,,https://twitter.com/SwethaSunsinger/status/964500094195187713,அசிங்கமான
34,34,964441990925447168,2018-02-16,15:41:03,"அசிங்கமான வார்த்தையை விட,அன்பான வார்த்தைகள் அதிக வலியை தரக்கூடியவை...",Sri Lanka Standard Time,1,2880499074,akberalirocker,0,0,,,None,,https://twitter.com/akberalirocker/status/964441990925447168,அசிங்கமான
35,35,964178746218434560,2018-02-15,22:15:01,சூறைக்காற்றின் சுழற்சியில் கோபுரம் ஏறிய குப்பைக் காகிதம் ஓராண்டு அங்கேயே சுருண்டுகிடப்பது அசிங்கமான அதிசயம்!,Sri Lanka Standard Time,29,2428005696,indiavaasan,4,16,,,None,,https://twitter.com/indiavaasan/status/964178746218434560,அசிங்கமான
36,36,964096180178247681,2018-02-15,16:46:56,ஆன்ம பலம் இல்லாத இந்திய சமுதாயம் விலைபோனது சகல - அசிங்கமான- விதத்திலும் விலைபோனது. கிறிஸ்தவம் என பெயர் சூட்டினான். அவர்கள் இந்தியாவின் அசிங்கம்.,Sri Lanka Standard Time,2,2962301731,nalliah1948,0,0,,,None,,https://twitter.com/nalliah1948/status/964096180178247681,அசிங்கமான
37,37,963998205594681344,2018-02-15,10:17:37,"மூக்கில் இருக்கும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா? அப்ப இத செய்யுங்க...வீடியோக்களை Whatsapp, Email...  https://fb.me/1wroxF15V ",Sri Lanka Standard Time,0,2615598289,Tamiltvcom,0,0,,,None,,https://twitter.com/Tamiltvcom/status/963998205594681344,அசிங்கமான
38,38,963998183830437889,2018-02-15,10:17:31,"மூக்கில் இருக்கும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா? அப்ப இத செய்யுங்க...வீடியோக்களை Whatsapp, Email...  https://fb.me/HZPEPkDI ",Sri Lanka Standard Time,0,2736569844,Tamilvoicecom,0,0,,,None,,https://twitter.com/Tamilvoicecom/status/963998183830437889,அசிங்கமான
39,39,963997976086458368,2018-02-15,10:16:42,"மூக்கில் இருக்கும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா? அப்ப இத செய்யுங்க...வீடியோக்களை Whatsapp, Email...  https://fb.me/4fekfzrBX ",Sri Lanka Standard Time,0,3043499633,lovefmin,0,0,,,None,,https://twitter.com/lovefmin/status/963997976086458368,அசிங்கமான
40,40,963994865133486081,2018-02-15,10:04:20,"மூக்கில் இருக்கும் அசிங்கமான வெண்புள்ளிகளைப் போக்க வேண்டுமா? அப்ப இத செய்யுங்க...வீடியோக்களை Whatsapp, Email...  https://fb.me/2tx2w8plb ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/963994865133486081,அசிங்கமான
41,41,963801096526311424,2018-02-14,21:14:22,@mekalapugazh @vikramathithiya @umakrishh @chithradevi_91 உண்மை தான் தேவாரம் போன்ற பக்தி பாடல்களிலேயே நிறைய வருது தேவடியாள்ங்கற பேர் இன்னைக்கு அசிங்கமான பேரா போச்சு அதுமாதிரிதான்,Sri Lanka Standard Time,1,706371327582535681,Aathiraj8585,0,0,,,None,"chithradevi_91,umakrishh,vikramathithiya,mekalapugazh",https://twitter.com/Aathiraj8585/status/963801096526311424,அசிங்கமான
42,42,963754070132469760,2018-02-14,18:07:30,@itz_aadhira அசிங்கமான ட்வீட் சும்மா இரு டி,Sri Lanka Standard Time,0,2883243469,karthiykj,1,0,,,None,itz_aadhira,https://twitter.com/karthiykj/status/963754070132469760,அசிங்கமான
43,43,963263212618575872,2018-02-13,09:37:01,@RangarajPandeyR @nithya_shre @punithanadv இதை ஜெயலலிதா ஆதரவு மனநிலையா மட்டும் பார்க்க தோன்றவில்லை. பார்ப்பன ஆதரவாகவே எனக்கு தோன்றுகிறது. நிருபிக்கப்பட்ட குற்றவாளிக்கு முட்டுக்கொடுக்கும் அசிங்கமான மனநிலை,Sri Lanka Standard Time,13,86083306,cruzkeerthi,0,0,,,None,"punithanadv,nithya_shre,RangarajPandeyR",https://twitter.com/cruzkeerthi/status/963263212618575872,அசிங்கமான
44,44,963006137120501760,2018-02-12,16:35:29," http://bit.ly/2nUkTiZ மூன்றே நாட்களில் அசிங்கமான கரும்புள்ளிகள், பருக்கள் மறைய வேண்டுமா? அப்ப இத செய்யுங்க..!!...  https://fb.me/Chv9NJOW ",Sri Lanka Standard Time,0,632109553,satheeslovepree,0,0,,,None,,https://twitter.com/satheeslovepree/status/963006137120501760,அசிங்கமான
45,45,962887875644633088,2018-02-12,08:45:33,பல அசிங்கமான ஆட்டங்களைக் கண்ட பின்பும் முஸ்லிம் காங்கிரஸ் என்று சொல்ல உங்கள் நா இன்னுமா கூசவில்லை.,Sri Lanka Standard Time,0,1743662978,mahroof_meera,0,0,,,None,,https://twitter.com/mahroof_meera/status/962887875644633088,அசிங்கமான
46,46,962887279466373121,2018-02-12,08:43:11,அசிங்கமான ஒன்றை மனதால் வெறுத்து ஒதுக்குவது இறை நம்பிக்கையின் இறுதி நிலை. அதுகூட உனக்கு இயலவில்லை என்றால் நீ யார்?.,Sri Lanka Standard Time,0,1743662978,mahroof_meera,0,0,,,None,,https://twitter.com/mahroof_meera/status/962887279466373121,அசிங்கமான
47,47,962852926577246208,2018-02-12,06:26:41,இந்த பார்ப்பனனுக எவ்வளவு கேவலமான ஜந்துக்களாக இருக்கிறானுக என்றால்உலகில் உள்ள அனைத்து அசிங்கமான செயல்களையும்பிறரைக் கொண்டு செய்து ஈனப்பிழைப்பு நடத்தும் எச்சை நாய்ங்க. ஒரு மானங்கெட்ட வாழ்க்கை வாழ்ந்த ஈனப்பிறவிக்கு சட்ட சபையில் உருவப்படம்..ஒரு திருப்தி..இனி காறி உமிழலாம்.,Sri Lanka Standard Time,0,865808092780298240,Arivazhi,0,0,,,None,,https://twitter.com/Arivazhi/status/962852926577246208,அசிங்கமான
48,48,962680132811960320,2018-02-11,19:00:04,"மூன்றே நாட்களில் அசிங்கமான கரும்புள்ளிகள், பருக்கள் மறைய வேண்டுமா? அப்ப இத செய்யுங்க..!!வீடியோக்களை Whatsapp,...  https://fb.me/3mfmDITlC ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/962680132811960320,அசிங்கமான
49,49,962545929717915648,2018-02-11,10:06:47,தாழ்த்தப்பட்ட இந்துகளின் வாயில் மண்ணடித்து ஏழை இந்து தாழ்த்தப்பட்டவர்களின் சலுகையை கொள்ளை அடிக்கும் அசிங்கமான விபச்சாரத்தனம். மோதிரம் மாற்றுவது ஒருவனுக்கு. உடல் இன்னொருவனுக்கா? ஒன்று கிறிஸ்தவராக இரு. அல்லது இந்துவாக இரு. .,Sri Lanka Standard Time,1,2962301731,nalliah1948,0,0,,,None,,https://twitter.com/nalliah1948/status/962545929717915648,அசிங்கமான
50,50,962511897982525441,2018-02-11,07:51:33,"தீய நோக்கத்துடன் வருபவர்களை தடுக்கச் சிறந்த வழி. ஒரு மேற்கத்திய ஆசாமி நம்மூர் மீனாட்சி அம்மன் கோவிலுக்குசென்று, கோவில் கட்டடம் அழகாக உள்ளது ஆனால் இந்த மக்கள் சாத்தான்களையும் அசிங்கமான உருவங்களையும் கும்பிடுகிறார்கள் என்று யூட்யூபில் போட்டிருந்தான். இது போன்ற சம்பவங்களை தடுக்கலாம்",Sri Lanka Standard Time,3,1102752816,vettitwiter,0,3,,,None,,https://twitter.com/vettitwiter/status/962511897982525441,அசிங்கமான
